time, speed, delta_speed_average, delta_speed_prev
82106, 87, -5.0, -0.4
82117, 70, -7.8, -5.0
82126, 91, -2.4, -7.8
82136, 117, 2.8, -2.4
82147, 104, -2.0, 2.8
82157, 110, 4.6, -2.0
82166, 91, 4.2, 4.6
82175, 90, -0.2, 4.2
82184, 89, -5.6, -0.2
82191, 93, -2.2, -5.6
82201, 79, -6.2, -2.2
82209, 68, -4.6, -6.2
82217, 70, -4.0, -4.6
82226, 76, -2.6, -4.0
82237, 90, -0.6, -2.6
82246, 97, 3.6, -0.6
82254, 71, 0.6, 3.6
82264, 53, -3.4, 0.6
82273, 37, -7.8, -3.4
82283, 63, -5.4, -7.8
82292, 74, -4.6, -5.4
82301, 53, -3.6, -4.6
82310, 46, -1.4, -3.6
82318, 35, -0.4, -1.4
82327, 33, -6.0, -0.4
82338, 16, -11.6, -6.0
82348, 12, -8.199999999999999, -11.6
82358, 11, -7.0, -8.199999999999999
82367, 3, -6.4, -7.0
82376, 3, -6.0, -6.4
82386, -9, -5.0, -6.0
82394, -20, -6.4, -5.0
82403, -21, -6.4, -6.4
82410, -16, -3.8, -6.4
82419, -24, -5.4, -3.8
82423, -32, -4.6, -5.4
82431, -39, -3.8, -4.6
82440, -44, -4.6, -3.8
82448, -48, -6.4, -4.6
82458, -48, -4.8, -6.4
82468, -53, -4.2, -4.8
82476, -63, -4.8, -4.2
82480, -65, -4.2, -4.8
82489, -67, -3.8, -4.2
82497, -67, -3.8, -3.8
82505, -75, -4.4, -3.8
82511, -77, -2.8, -4.4
82516, -79, -2.8, -2.8
82524, -82, -3.0, -2.8
82533, -84, -3.4, -3.0
82541, -87, -2.4, -3.4
82549, -88, -2.2, -2.4
82556, -90, -2.2, -2.2
82564, -93, -2.2, -2.2
82571, -98, -2.8, -2.2
82579, -101, -2.8, -2.8
82586, -102, -2.8, -2.8
82606, -105, -3.0, -2.8
82615, -110, -3.4, -3.0
82620, -110, -2.4, -3.4
82627, -113, -2.4, -2.4
82635, -118, -3.2, -2.4
82645, -117, -2.4, -3.2
82651, -118, -1.6, -2.4
82658, -119, -1.8, -1.6
82668, -122, -1.8, -1.8
82676, -122, -0.8, -1.8
82684, -121, -0.8, -0.8
82689, -122, -0.8, -0.8
82698, -123, -0.8, -0.8
82706, -123, -0.2, -0.8
82714, -122, 0.0, -0.2
82723, -121, 0.4, 0.2
82729, -122, 0.2, 0.4
82737, -122, 0.0, 0.2
82747, -112, 1.8, 1.8
82756, -109, 2.4, 1.8
82760, -105, 3.4, 2.4
82767, -111, 2.2, 3.4
82775, -113, -0.2, 2.2
82783, -110, 0.4, -0.2
82787, -103, 1.2, 0.4
82799, -117, -2.4, 1.2
82807, -121, -2.0, -2.4
82815, -130, -3.4, -2.0
82820, -106, 0.8, -3.4
82828, -87, 3.2, 0.8
82836, -100, 3.4, 3.2
82844, -111, 2.0, 3.4
82852, -96, 6.8, 2.0
82865, -88, 3.6, 6.8
82876, -70, 3.4, 3.6
82880, -65, 7.0, 3.4
82898, -64, 9.4, 7.0
82907, -55, 8.199999999999999, 9.4
82915, -55, 6.6, 8.199999999999999
82924, -66, 0.8, 6.6
82931, -79, -2.8, 0.8
82939, -70, -1.2, -2.8
82950, -2, 10.6, -1.2
82958, 2, 11.4, 10.6
82965, -19, 9.4, 11.4
82975, -63, 3.2, 9.4
82980, -63, 1.4, 3.2
82987, -36, -6.8, 1.4
82996, 7, 1.0, -6.8
83007, 27, 9.199999999999999, 1.0
83015, -1, 12.4, 9.199999999999999
83021, -24, 7.8, 12.4
83028, -15, 4.2, 7.8
83036, -14, -4.2, 4.2
83046, -1, -5.6, -4.2
83056, 58, 11.8, -5.6
83063, -16, 1.6, 11.8
83074, 12, 5.4, 1.6
83082, 3, 3.4, 5.4
83090, 8, 1.8, 3.4
83101, 36, -4.4, 1.8
83110, 25, 8.199999999999999, -4.4
83119, 36, 4.8, 8.199999999999999
83128, 41, 7.6, 4.8
83137, 39, 6.2, 7.6
83146, 39, 0.6, 6.2
83156, 45, 4.0, 0.6
83165, 41, 1.0, 4.0
83176, 33, -1.6, 1.0
83186, 47, 1.6, -1.6
83195, 58, 3.8, 1.6
83204, 64, 3.8, 3.8
83214, 68, 5.4, 3.8
83223, 52, 3.8, 5.4
83230, 64, 3.4, 3.8
83239, 79, 4.2, 3.4
83249, 95, 6.2, 4.2
83268, 102, 6.8, 6.2
83286, 89, 7.4, 6.8
83295, 98, 6.8, 7.4
83308, 104, 5.0, 6.8
83320, 118, 4.6, 5.0
83329, 109, 1.4, 4.6
83340, 112, 4.6, 1.4
83348, 119, 4.2, 4.6
83361, 121, 3.4, 4.2
83370, 119, 0.2, 3.4
83381, 119, 2.0, 0.2
83390, 118, 1.2, 2.0
83399, 121, 0.4, 1.2
83410, 122, 0.2, 0.4
83418, 123, 0.8, 0.2
83427, 121, 0.4, 0.8
83436, 123, 1.0, 0.4
83445, 114, -1.4, 1.0
83454, 113, -1.8, -1.4
83464, 115, -1.6, -1.8
83474, 117, -0.8, -1.6
83483, 108, -3.0, -0.8
83491, 101, -2.6, -3.0
83500, 104, -1.8, -2.6
83512, 102, -2.6, -1.8
83520, 99, -3.6, -2.6
83529, 87, -4.2, -3.6
83539, 83, -3.6, -4.2
83548, 83, -4.2, -3.6
83556, 72, -6.0, -4.2
83566, 67, -6.4, -6.0
83576, 62, -5.0, -6.4
83585, 55, -5.6, -5.0
83594, 53, -6.0, -5.6
83605, 73, 0.2, -6.0
83615, 57, -2.0, 0.2
83646, 38, -4.8, -2.0
83655, 39, -3.2, -4.8
83666, 27, -5.2, -3.2
83680, 33, -8.0, -5.2
83696, 25, -6.4, -8.0
83705, 5, -6.6, -6.4
83725, 3, -7.2, -6.6
83735, 13, -2.8, -7.2
83745, 2, -6.2, -2.8
83749, -1, -5.2, -6.2
83757, -7, -2.4, -5.2
83768, 0, -0.6, -2.4
83777, 1, -2.6, -0.6
83786, 5, 0.4, -2.6
83794, -29, -5.8, 0.4
83800, -29, -4.6, -5.8
83809, -14, -3.0, -4.6
83818, -13, -2.8, -3.0
83826, -32, -7.4, -2.8
83831, -52, -4.6, -7.4
83838, -49, -4.0, -4.6
83847, -40, -5.2, -4.0
83855, -22, -1.8, -5.2
83861, -28, 0.8, -1.8
83871, -53, -0.2, 0.8
83879, -65, -3.2, -0.2
83887, -62, -4.4, -3.2
83891, -65, -8.6, -4.4
83898, -72, -8.800000000000001, -8.6
83906, -78, -5.0, -8.800000000000001
83913, -78, -2.6, -5.0
83922, -92, -6.0, -2.6
83930, -86, -4.2, -6.0
83938, -82, -2.0, -4.2
83947, -87, -1.8, -2.0
83955, -87, -1.8, -1.8
83959, -84, 1.6, -1.8
83968, -101, -3.0, 1.6
83976, -113, -6.2, -3.0
83984, -114, -5.4, -6.2
83990, -106, -3.8, -5.4
83998, -95, -2.2, -3.8
84006, -95, 1.2, -2.2
84014, -103, 2.0, 1.2
84023, -107, 1.4, 2.0
84031, -116, -2.0, 1.4
84039, -114, -3.8, -2.0
84048, -107, -2.4, -3.8
84056, -100, 0.6, -2.4
84064, -94, 2.6, 0.6
84084, -106, 2.0, 2.6
84095, -109, 1.0, 2.0
84101, -100, 1.4, 1.0
84109, -93, 1.4, 1.4
84120, -101, -1.4, 1.4
84128, -102, 0.8, -1.4
84138, -105, 0.8, 0.8
84148, -92, 1.6, 0.8
84155, -86, 1.4, 1.6
84161, -101, 0.0, 1.4
84175, -94, 2.2, 1.6
84184, -78, 2.8, 2.2
84191, -82, 0.8, 2.8
84201, -98, 0.6, 0.8
84208, -93, 0.2, 0.6
84218, -114, -4.0, 0.2
84227, -91, -2.6, -4.0
84235, -78, 0.8, -2.6
84245, -84, 2.8, 0.8
84250, -85, 1.6, 2.8
84257, -88, 5.2, 1.6
84266, -97, -1.2, 5.2
84276, -87, -1.8, -1.2
84285, -75, 1.8, -1.8
84296, -71, 2.8, 1.8
84302, -68, 4.0, 2.8
84310, -71, 5.2, 4.0
84321, -56, 6.2, 5.2
84332, -29, 9.199999999999999, 6.2
84339, -37, 6.8, 9.199999999999999
84348, -70, -0.4, 6.8
84358, -61, 2.0, -0.4
84366, -35, 4.2, 2.0
84376, -9, 4.0, 4.2
84385, -7, 6.0, 4.0
84396, -34, 7.2, 6.0
84406, -56, 1.0, 7.2
84415, 18, 10.6, 1.0
84426, 29, 7.6, 10.6
84436, 18, 5.0, 7.6
84448, 14, 9.6, 5.0
84457, 23, 15.8, 9.6
84466, 43, 5.0, 15.8
84474, 27, -0.4, 5.0
84491, 55, 7.4, -0.4
84500, 10, -0.8, 7.4
84508, 33, 2.0, -0.8
84528, 77, 6.8, 2.0
84538, 51, 4.8, 6.8
84551, 43, -2.4, 4.8
84563, 84, 14.8, -2.4
84573, 87, 10.8, 14.8
84581, 92, 3.0, 10.8
84596, 41, -2.0, 3.0
84605, 90, 9.4, -2.0
84615, 79, -1.0, 9.4
84626, 84, -0.6, -1.0
84636, 67, -5.0, -0.6
84645, 52, 2.2, -5.0
84668, 54, -7.2, 2.2
84678, 82, 0.6, -7.2
84688, 75, -1.8, 0.6
84697, 97, 6.0, -1.8
84706, 104, 10.4, 6.0
84714, 88, 6.8, 10.4
84726, 102, 4.0, 6.8
84736, 95, 4.0, 4.0
84745, 85, -2.4, 4.0
84754, 91, -2.6, -2.4
84763, 117, 5.8, -2.6
84770, 132, 6.0, 5.8
84778, 133, 7.6, 6.0
84789, 107, 4.4, 7.6
84797, 114, 4.6, 4.4
84805, 118, 0.2, 4.6
84813, 115, -3.4, 0.2
84822, 127, -1.2, -3.4
84830, 84, -4.6, -1.2
84840, 112, -0.4, -4.6
84850, 105, -2.6, -0.4
84858, 90, -5.0, -2.6
84868, 105, -4.4, -5.0
84877, 102, 3.6, -4.4
84897, 104, -1.6, 3.6
84906, 82, -4.6, -1.6
84912, 79, -2.2, -4.6
84920, 85, -4.0, -2.2
84929, 76, -5.2, -4.0
84938, 65, -7.8, -5.2
84947, 64, -3.6, -7.8
84956, 63, -3.2, -3.6
84964, 65, -4.0, -3.2
84971, 55, -4.2, -4.0
84980, 31, -6.8, -4.2
84990, 2, -12.4, -6.8
84999, 16, -9.4, -12.4
85006, 42, -4.6, -9.4
85015, 62, 1.4, -4.6
85024, 62, 6.2, 1.4
85031, 7, 1.0, 6.2
85042, 21, 1.0, 1.0
85055, 20, -4.4, 1.0
85063, 36, -5.2, -4.4
85072, 30, -6.4, -5.2
85080, 12, 1.0, -6.4
85092, 0, -4.2, 1.0
85101, 2, -4.0, -4.2
85109, -2, -8.0, -4.0
85119, 5, -5.4, -8.0
85128, 7, -1.4, -5.4
85136, -3, -1.0, -1.4
85146, -12, -2.8, -1.0
85155, -12, -2.0, -2.8
85164, -19, -4.8, -2.0
85171, -18, -5.0, -4.8
85176, -18, -3.0, -5.0
85186, -15, -0.6, -3.0
85194, -27, -3.0, -0.6
85201, -35, -3.2, -3.0
85209, -28, -2.0, -3.2
85217, -23, -1.0, -2.0
85226, -31, -3.2, -1.0
85233, -38, -2.2, -3.2
85242, -42, -1.4, -2.2
85251, -51, -4.6, -1.4
85259, -52, -5.8, -4.6
85266, -53, -4.4, -5.8
85275, -54, -3.2, -4.4
85279, -56, -2.8, -3.2
85297, -63, -2.4, -2.8
85310, -65, -2.6, -2.4
85323, -82, -5.8, -2.6
85330, -87, -6.6, -5.8
85337, -87, -6.2, -6.6
85345, -83, -4.0, -6.2
85355, -83, -3.6, -4.0
85361, -87, -1.0, -3.6
85370, -92, -1.0, -1.0
85381, -99, -2.4, -1.0
85390, -100, -3.4, -2.4
85398, -102, -3.8, -3.4
85407, -101, -2.8, -3.8
85415, -101, -1.8, -2.8
85420, -103, -0.8, -1.8
85428, -103, -0.6, -0.8
85436, -102, 0.0, -0.6
85445, -103, -0.4, -0.4
85453, -104, -0.2, -0.4
85460, -108, -1.0, -0.2
85468, -103, -0.2, -1.0
85475, -94, 1.8, -0.2
85484, -93, 2.0, 1.8
85491, -92, 2.4, 2.0
85500, -94, 2.8, 2.4
85516, -95, 1.6, 2.8
85520, -88, 1.2, 1.6
85528, -80, 2.6, 1.2
85536, -82, 2.0, 2.6
85544, -83, 2.2, 2.0
85554, -109, -2.8, 2.2
85558, -95, -1.4, -2.8
85566, -94, -2.8, -1.4
85573, -73, 1.8, -2.8
85577, -65, 3.6, 1.8
85586, -72, 7.4, 3.6
85593, -74, 4.2, 7.4
85601, -98, -0.8, 4.2
85608, -90, -3.4, -0.8
85615, -53, 2.4, -3.4
85624, -59, 2.6, 2.4
85633, -71, 0.6, 2.6
85640, -90, 1.6, 0.6
85648, -94, -0.8, 1.6
85658, -83, -6.0, -0.8
85666, -59, 0.0, -6.0
85675, -49, 8.199999999999999, 4.0
85695, -68, 5.2, 8.199999999999999
85715, -45, 7.6, 5.2
85724, -40, 3.8, 7.6
85731, -36, 3.0, 3.8
85739, -31, 3.6, 3.0
85747, -43, 5.0, 3.6
85758, -49, -0.8, 5.0
85768, -37, 0.6, -0.8
85776, -35, 0.2, 0.6
85783, -32, -0.2, 0.2
85792, -24, 3.8, -0.2
85799, -29, 4.0, 3.8
85809, -23, 2.8, 4.0
85818, -13, 4.4, 2.8
85827, -7, 5.0, 4.4
85836, 16, 8.0, 5.0
85845, 25, 10.8, 8.0
85856, 9, 6.4, 10.8
85865, 9, 4.4, 6.4
85873, 11, 3.6, 4.4
85878, 16, 0.0, 3.6
85892, 27, 3.6, 0.2
85900, 37, 5.6, 3.6
85910, 36, 5.0, 5.6
85920, 34, 3.6, 5.0
85929, 49, 4.6, 3.6
85938, 64, 7.4, 4.6
85947, 77, 8.0, 7.4
85958, 66, 6.0, 8.0
85968, 58, 4.8, 6.0
85976, 52, 0.6, 4.8
85987, 54, -2.0, 0.6
85996, 63, -2.8, -2.0
86007, 71, 1.0, -2.8
86016, 64, 1.2, 1.0
86026, 60, 1.6, 1.2
86035, 70, 3.2, 1.6
86040, 65, 0.4, 3.2
86048, 65, -1.2, 0.4
86058, 81, 3.4, -1.2
86067, 91, 6.2, 3.4
86075, 80, 2.0, 6.2
86082, 70, 1.0, 2.0
86104, 106, 8.199999999999999, 1.0
86120, 109, 5.6, 8.199999999999999
86134, 99, 1.6, 5.6
86143, 104, 4.8, 1.6
86156, 125, 11.0, 4.8
86166, 127, 4.2, 11.0
86176, 120, 2.2, 4.2
86186, 111, 2.4, 2.2
86195, 98, -1.2, 2.4
86204, 129, 0.8, -1.2
86214, 122, -1.0, 0.8
86223, 133, 2.6, -1.0
86232, 117, 1.2, 2.6
86241, 112, 2.8, 1.2
86250, 113, -3.2, 2.8
86261, 110, -2.4, -3.2
86269, 128, -1.0, -2.4
86278, 122, 1.0, -1.0
86288, 92, -4.0, 1.0
86298, 87, -5.2, -4.0
86307, 91, -3.8, -5.2
86316, 89, -7.8, -3.8
86325, 80, -8.4, -7.8
86330, 74, -3.6, -8.4
86339, 77, -2.0, -3.6
86347, 73, -3.6, -2.0
86355, 58, -6.2, -3.6
86366, 45, -7.0, -6.2
86374, 40, -6.8, -7.0
86381, 28, -9.800000000000001, -6.8
86390, 39, -6.8, -9.800000000000001
86399, 27, -6.2, -6.8
86407, 19, -5.2, -6.2
86417, 12, -5.6, -5.2
86425, 2, -5.2, -5.6
86434, 1, -7.6, -5.2
86444, 4, -4.6, -7.6
86451, 15, -0.8, -4.6
86458, -5, -3.4, -0.8
86468, -3, -1.0, -3.4
86477, -9, -2.0, -1.0
86499, 4, 0.0, -2.0
86508, -42, -7.4, -11.4
86519, -20, -3.4, -7.4
86529, -1, 1.6, -3.4
86537, -6, -2.0, 1.6
86546, -17, 5.0, -2.0
86554, -16, 5.2, 5.0
86559, -34, -2.8, 5.2
86569, -25, -4.8, -2.8
86578, -27, -4.2, -4.8
86586, -26, -1.8, -4.2
86594, -29, -2.6, -1.8
86602, -35, -0.2, -2.6
86610, -33, -1.6, -0.2
86617, -35, -1.6, -1.6
86626, -32, -1.2, -1.6
86636, -29, 0.0, -1.2
86645, -21, 2.4, 3.8
86651, -33, 0.4, 2.4
86667, -67, -7.0, 0.4
86676, -19, 2.0, -7.0
86685, -20, -0.8, 2.0
86693, -47, -5.2, -0.8
86701, -66, -6.6, -5.2
86709, -72, -1.0, -6.6
86717, -67, -9.6, -1.0
86737, -58, -7.6, -9.6
86741, -59, -2.4, -7.6
86748, -73, -1.4, -2.4
86756, -83, -2.2, -1.4
86765, -101, -6.8, -2.2
86774, -100, -8.4, -6.8
86781, -102, -8.6, -8.4
86791, -89, -3.2, -8.6
86799, -94, -2.2, -3.2
86807, -117, -3.2, -2.2
86816, -122, -4.4, -3.2
86820, -118, -3.2, -4.4
86829, -103, -2.8, -3.2
86837, -91, 0.6, -2.8
86845, -96, 4.2, 0.6
86851, -109, 2.6, 4.2
86859, -129, -2.2, 2.6
86867, -130, -5.4, -2.2
86876, -127, -7.2, -5.4
86881, -121, -5.0, -7.2
86897, -99, 2.0, -5.0
86906, -91, 7.6, 2.0
86913, -101, 5.8, 7.6
86920, -113, 2.8, 5.8
86929, -112, 1.8, 2.8
86936, -93, 1.2, 1.8
86943, -93, -0.4, 1.2
86948, -88, 2.6, -0.4
86956, -95, 3.6, 2.6
86964, -102, 2.0, 3.6
86971, -84, 1.8, 2.0
86980, -69, 4.8, 1.8
86988, -63, 5.0, 4.8
86996, -70, 5.0, 5.0
87004, -69, 6.6, 5.0
87009, -74, 2.0, 6.6
87017, -66, 0.6, 2.0
87025, -71, -1.6, 0.6
87034, -68, 0.4, -1.6
87041, -60, 1.8, 0.4
87048, -53, 4.2, 1.8
87057, -45, 4.2, 4.2
87064, -63, 1.6, 4.2
87069, -48, 4.0, 1.6
87077, -44, 3.2, 4.0
87086, -28, 5.0, 3.2
87095, -43, 0.4, 5.0
87102, -31, 6.4, 0.4
87109, -52, -0.8, 6.4
87117, -21, 4.6, -0.8
87126, -2, 5.2, 4.6
87134, -53, -2.0, 5.2
87141, -84, -10.6, -2.0
87149, -72, -4.0, -10.6
87158, -21, 0.0, -4.0
87168, -26, 5.4, -4.8
87176, -30, 10.8, 5.4
87185, -18, 10.8, 10.8
87194, -29, -1.6, 10.8
87204, 1, 5.4, -1.6
87211, 1, 5.4, 5.4
87220, 17, 9.4, 5.4
87229, -5, 2.6, 9.4
87239, -21, 1.6, 2.6
87246, -25, -5.2, 1.6
87255, -2, -0.6, -5.2
87265, 19, 0.4, -0.6
87274, 27, 6.4, 0.4
87284, 34, 11.0, 6.4
87300, -7, 3.6, 11.0
87316, 39, 8.199999999999999, 3.6
87325, 54, 7.0, 8.199999999999999
87338, 97, 14.0, 7.0
87348, 47, 2.6, 14.0
87358, 58, 13.0, 2.6
87367, 81, 8.4, 13.0
87376, 85, 6.2, 8.4
87390, 88, -1.8, 6.2
87400, 68, 4.2, -1.8
87409, 76, 3.6, 4.2
87417, 93, 2.4, 3.6
87426, 104, 3.8, 2.4
87437, 101, 2.6, 3.8
87446, 94, 5.2, 2.6
87452, 93, 3.4, 5.2
87459, 89, -0.8, 3.4
87468, 101, -0.6, -0.8
87476, 109, 1.6, -0.6
87484, 111, 3.4, 1.6
87493, 103, 2.0, 3.4
87501, 83, -1.2, 2.0
87510, 101, 0.0, -1.2
87519, 115, 0.8, 1.2
87527, 126, 4.6, 0.8
87536, 112, 5.8, 4.6
87546, 104, 0.6, 5.8
87553, 109, -1.2, 0.6
87561, 115, 0.0, -1.2
87571, 114, 0.4, -2.8
87579, 114, 2.0, 0.4
87589, 112, 0.6, 2.0
87598, 104, -2.2, 0.6
87607, 97, -3.0, -2.2
87616, 108, -1.2, -3.0
87625, 114, 0.0, -1.2
87641, 105, 0.2, -1.4
87650, 89, -1.6, 0.2
87660, 98, -2.0, -1.6
87669, 86, -5.6, -2.0
87678, 91, -2.8, -5.6
87687, 91, -2.8, -2.8
87701, 81, -1.6, -2.8
87709, 68, -6.0, -1.6
87718, 75, -2.2, -6.0
87726, 73, -3.6, -2.2
87735, 61, -6.0, -3.6
87745, 63, -3.6, -6.0
87778, 18, -10.0, -3.6
87787, 1, -14.8, -10.0
87797, 23, -10.0, -14.8
87808, 28, -6.6, -10.0
87816, 38, -5.0, -6.6
87827, 42, 4.8, -5.0
87836, -21, -4.4, 4.8
87844, -9, -6.4, -4.4
87854, 13, -3.0, -6.4
87863, 3, -7.0, -3.0
87872, 26, -3.2, -7.0
87879, 6, 5.4, -3.2
87886, -3, 1.2, 5.4
87894, -6, -3.8, 1.2
87904, -13, -3.2, -3.8
87910, -13, -7.8, -3.2
87918, -18, -4.8, -7.8
87926, -8, -1.0, -4.8
87935, -5, 0.2, -1.0
87944, -12, 0.2, 0.2
87953, -20, -1.4, 0.2
87960, -20, -0.4, -1.4
87970, -21, -2.6, -0.4
87978, -23, -3.6, -2.6
87986, -23, -2.2, -3.6
87991, -24, -0.8, -2.2
88000, -27, -1.4, -0.8
88007, -29, -1.6, -1.4
88015, -32, -1.8, -1.6
88021, -28, -1.0, -1.8
88029, -51, -5.4, -1.0
88038, -67, -8.0, -5.4
88046, -60, -6.2, -8.0
88056, -37, -1.0, -6.2
88064, -31, -0.6, -1.0
88069, -56, -1.0, -0.6
88076, -105, -7.6, -1.0
88084, -94, -6.8, -7.6
88105, -78, -8.199999999999999, -6.8
88111, -85, -10.8, -8.199999999999999
88119, -86, -6.0, -10.8
88129, -100, 1.0, -6.0
88139, -88, 1.2, 1.0
88147, -90, -2.4, 1.2
88155, -90, -1.0, -2.4
88163, -96, -2.0, -1.0
88172, -103, -0.6, -2.0
88182, -111, -4.6, -0.6
88190, -108, -3.6, -4.6
88197, -91, -0.2, -3.6
88207, -105, -1.8, -0.2
88214, -123, -4.0, -1.8
88219, -122, -2.2, -4.0
88227, -110, -0.4, -2.2
88234, -125, -6.8, -0.4
88241, -119, -2.8, -6.8
88249, -106, 3.4, -2.8
88258, -107, 3.0, 3.4
88267, -121, -2.2, 3.0
88276, -117, 1.6, -2.2
88280, -104, 3.0, 1.6
88288, -94, 2.4, 3.0
88296, -90, 3.4, 2.4
88304, -99, 4.4, 3.4
88311, -118, -0.2, 4.4
88319, -115, -2.2, -0.2
88327, -109, -3.0, -2.2
88331, -101, -2.2, -3.0
88340, -90, 1.8, -2.2
88347, -81, 7.4, 1.8
88356, -78, 7.4, 7.4
88364, -76, 6.6, 7.4
88368, -83, 3.6, 6.6
88376, -84, 1.2, 3.6
88383, -84, -0.6, 1.2
88390, -67, 2.2, -0.6
88398, -52, 4.8, 2.2
88409, -63, 4.0, 4.8
88417, -70, 2.8, 4.0
88425, -72, 2.4, 2.8
88429, -60, 1.4, 2.4
88437, -49, 0.6, 1.4
88445, -39, 4.8, 0.6
88449, -44, 5.2, 4.8
88458, -38, 6.8, 5.2
88465, -54, 1.2, 6.8
88474, -43, 1.2, 1.2
88480, -43, -0.8, 1.2
88488, -45, -0.2, -0.8
88511, -18, 4.0, -0.2
88520, -45, 1.8, 4.0
88533, -44, -0.2, 1.8
88540, -19, 4.8, -0.2
88547, -35, 2.0, 4.8
88556, -17, 0.2, 2.0
88566, 4, 9.800000000000001, 0.2
88574, 2, 9.199999999999999, 9.800000000000001
88582, -8, 2.2, 9.199999999999999
88591, -12, 4.6, 2.2
88601, 11, 5.6, 4.6
88614, 9, 1.0, 5.6
88621, 6, 0.8, 1.0
88631, 2, 2.0, 0.8
88640, 3, 3.0, 2.0
88650, 19, 1.6, 3.0
88661, 24, 3.0, 1.6
88670, 33, 5.4, 3.0
88679, 29, 5.4, 5.4
88686, 29, 5.2, 5.4
88695, 32, 2.6, 5.2
88700, 33, 1.8, 2.6
88708, 46, 2.6, 1.8
88718, 55, 5.2, 2.6
88726, 56, 5.4, 5.2
88735, 60, 5.6, 5.4
88740, 63, 6.0, 5.6
88751, 66, 4.0, 6.0
88762, 71, 3.2, 4.0
88771, 83, 5.4, 3.2
88780, 88, 5.6, 5.4
88789, 83, 4.0, 5.6
88805, 84, 3.6, 4.0
88816, 85, 2.8, 3.6
88836, 99, 3.2, 2.8
88845, 102, 2.8, 3.2
88854, 106, 4.6, 2.8
88865, 104, 4.0, 4.6
88874, 105, 4.0, 4.0
88885, 103, 0.8, 4.0
88893, 105, 0.6, 0.8
88904, 108, 0.4, 0.6
88913, 106, 0.4, 0.4
88924, 105, 0.0, 0.4
88940, 105, 0.0, 0.4
88963, 100, -1.2, -1.6
88973, 92, -2.6, -1.2
88984, 100, -1.0, -2.6
88992, 102, -0.6, -1.0
89000, 99, -0.2, -0.6
89011, 91, -1.8, -0.2
89022, 87, -1.0, -1.8
89031, 75, -5.0, -1.0
89040, 67, -7.0, -5.0
89049, 68, -6.2, -7.0
89057, 65, -5.2, -6.2
89066, 62, -5.0, -5.2
89075, 64, -2.2, -5.0
89085, 82, 3.0, -2.2
89096, 62, -1.2, 3.0
89106, 65, 0.0, -1.2
89117, 17, -9.4, -9.6
89128, 42, -8.0, -9.4
89137, 47, -3.0, -8.0
89148, 53, -2.4, -3.0
89157, 52, 7.6, -2.4
89166, 50, 6.6, 7.6
89176, 36, -1.2, 6.6
89187, 28, -3.8, -1.2
89196, 36, -3.4, -3.8
89205, 47, -1.0, -3.4
89214, 40, -2.0, -1.0
89225, 35, -0.2, -2.0
89234, 31, 0.6, -0.2
89243, 25, -2.2, 0.6
89254, 22, -5.0, -2.2
89262, 16, -4.8, -5.0
89272, 24, -2.2, -4.8
89282, 24, -1.4, -2.2
89290, 1, -4.8, -1.4
89298, -27, -9.800000000000001, -4.8
89307, -11, -5.4, -9.800000000000001
89317, -4, -5.6, -5.4
89330, -5, -5.8, -5.6
89338, -31, -6.4, -5.8
89346, -27, 0.0, -6.4
89355, -19, -3.0, -1.8
89361, -30, -5.0, -3.0
89370, -56, -5.0, -5.0
89380, -46, -3.8, -5.0
89388, -44, -4.8, -3.8
89396, -37, -3.6, -4.8
89404, -41, -2.2, -3.6
89409, -44, 2.4, -2.2
89417, -54, -1.6, 2.4
89426, -64, -4.0, -1.6
89433, -70, -6.6, -4.0
89441, -79, -7.6, -6.6
89448, -60, -3.2, -7.6
89455, -57, -0.6, -3.2
89463, -58, 1.2, -0.6
89470, -78, -1.6, 1.2
89480, -79, 0.0, -1.6
89490, -75, -3.6, -3.0
89499, -85, -5.4, -3.6
89503, -89, -2.2, -5.4
89510, -95, -3.2, -2.2
89517, -94, -3.8, -3.2
89526, -83, -1.6, -3.8
89534, -88, -0.6, -1.6
89540, -87, 0.4, -0.6
89549, -87, 1.6, 0.4
89558, -112, -3.6, 1.6
89566, -115, -6.4, -3.6
89570, -111, -4.6, -6.4
89579, -95, -1.6, -4.6
89587, -75, 2.4, -1.6
89594, -83, 5.8, 2.4
89601, -100, 3.0, 5.8
89610, -108, 0.6, 3.0
89618, -123, -5.6, 0.6
89627, -108, -6.6, -5.6
89635, -79, 0.8, -6.6
89640, -55, 9.0, 0.8
89648, -113, -1.0, 9.0
89656, -127, -0.8, -1.0
89665, -124, -3.2, -0.8
89670, -128, -9.800000000000001, -3.2
89680, -98, -8.6, -9.800000000000001
89688, -91, 4.4, -8.6
89695, -92, 7.0, 4.4
89703, -103, 4.2, 7.0
89710, -91, 7.4, 4.2
89718, -111, -2.6, 7.4
89730, -107, -3.2, -2.6
89740, -62, 6.0, -3.2
89756, -98, 1.0, 6.0
89764, -99, -1.6, 1.0
89775, -98, 2.6, -1.6
89785, -101, 1.2, 2.6
89794, -51, 2.2, 1.2
89801, -44, 10.8, 2.2
89809, -67, 6.4, 10.8
89818, -114, -3.2, 6.4
89828, -67, 6.8, -3.2
89838, -37, 2.8, 6.8
89845, -30, 2.8, 2.8
89854, -50, 3.4, 2.8
89859, -54, 12.0, 3.4
89886, -27, 8.0, 12.0
89895, -5, 6.4, 8.0
89904, -13, 3.4, 6.4
89909, -12, 7.6, 3.4
89918, -12, 8.4, 7.6
